0	0,00375
1	0,00022
2	0,00016
3	0,00013
4	0,00011
5	0,00010
6	0,00010
7	0,00010
8	0,00010
9	0,00010
10	0,00010
11	0,00011
12	0,00013
13	0,00016
14	0,00020
15	0,00026
16	0,00035
17	0,00045
18	0,00056
19	0,00066
20	0,00076
21	0,00084
22	0,00091
23	0,00097
24	0,00102
25	0,00106
26	0,00111
27	0,00115
28	0,00121
29	0,00128
30	0,00137
31	0,00147
32	0,00159
33	0,00171
34	0,00185
35	0,00199
36	0,00214
37	0,00230
38	0,00247
39	0,00266
40	0,00287
41	0,00310
42	0,00337
43	0,00368
44	0,00401
45	0,00439
46	0,00482
47	0,00530
48	0,00585
49	0,00646
50	0,00713
51	0,00785
52	0,00861
53	0,00943
54	0,01030
55	0,01126
56	0,01233
57	0,01354
58	0,01488
59	0,01639
60	0,01804
61	0,01982
62	0,02173
63	0,02379
64	0,02599
65	0,02830
66	0,03074
67	0,03328
68	0,03584
69	0,03849
70	0,04128
71	0,04428
72	0,04755
73	0,05118
74	0,05523
75	0,05974
76	0,06477
77	0,07039
78	0,07671
79	0,08382
80	0,09176
81	0,10062
82	0,11041
83	0,12114
84	0,13272
85	0,14512
86	0,15820
87	0,17185
88	0,18587
89	0,20024
90	0,21490
91	0,22982
92	0,24498
93	0,26039
94	0,27596
95	0,29161
96	0,30724
97	0,32277
98	0,33810
99	0,35316
100	0,36786
