0	0,00288
1	0,00017
2	0,00013
3	0,00011
4	0,00009
5	0,00008
6	0,00007
7	0,00007
8	0,00007
9	0,00008
10	0,00008
11	0,00009
12	0,00010
13	0,00011
14	0,00013
15	0,00015
16	0,00017
17	0,00020
18	0,00023
19	0,00026
20	0,00028
21	0,00030
22	0,00031
23	0,00031
24	0,00031
25	0,00032
26	0,00032
27	0,00033
28	0,00035
29	0,00036
30	0,00039
31	0,00041
32	0,00045
33	0,00049
34	0,00054
35	0,00060
36	0,00066
37	0,00072
38	0,00079
39	0,00086
40	0,00094
41	0,00103
42	0,00113
43	0,00125
44	0,00138
45	0,00154
46	0,00172
47	0,00193
48	0,00216
49	0,00242
50	0,00269
51	0,00298
52	0,00329
53	0,00361
54	0,00397
55	0,00436
56	0,00480
57	0,00530
58	0,00585
59	0,00648
60	0,00717
61	0,00793
62	0,00874
63	0,00961
64	0,01054
65	0,01154
66	0,01264
67	0,01385
68	0,01518
69	0,01666
70	0,01829
71	0,02009
72	0,02210
73	0,02432
74	0,02678
75	0,02951
76	0,03253
77	0,03586
78	0,03959
79	0,04382
80	0,04871
81	0,05440
82	0,06105
83	0,06884
84	0,07777
85	0,08782
86	0,09892
87	0,11095
88	0,12369
89	0,13715
90	0,15131
91	0,16616
92	0,18173
93	0,19805
94	0,21503
95	0,23258
96	0,25056
97	0,26886
98	0,28732
99	0,30580
100	0,32415
